Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,FamilySize,TotalSpending,TotalAcceptedCmp,CampaignSuccessRate,IsParent,CustomerTenure,Churn,CLV,SpendingToIncome,HighValue,PurchaseActivity
PhD,Single,30298.0,0,0,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,40,2,28,0,0.0,0,41,1,0.6666666666666666,0.0009241229083468101,0,8
Graduation,Single,52413.0,1,0,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,41,3,450,0,0.0,1,603,1,0.7450331125827815,0.008585492425687794,0,22
PhD,Married,44155.0,1,1,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,68,4,46,0,0.0,1,161,0,0.2839506172839506,0.001041761029078721,0,8
PhD,Divorced,86979.0,0,0,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,54,2,1702,2,0.3333333333333333,0,234,1,7.242553191489361,0.01956771671648655,1,17
Graduation,Together,76532.0,1,1,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,50,4,820,0,0.0,1,293,0,2.7891156462585034,0.010714332379496426,0,26
Graduation,Married,42081.0,1,0,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,43,3,382,1,0.16666666666666666,1,488,1,0.7811860940695297,0.009077515327218288,0,19
PhD,Married,67546.0,0,0,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,37,2,2126,0,0.0,0,667,1,3.182634730538922,0.03147438080151598,1,22
Master,Together,88420.0,0,0,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,36,2,2069,3,0.5,0,58,1,35.067796610169495,0.023399418690130173,1,20
Graduation,Married,31158.0,1,0,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,40,3,72,0,0.0,1,518,1,0.13872832369942195,0.0023107288423890367,0,13
Graduation,Divorced,61671.0,0,1,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,57,3,732,2,0.3333333333333333,1,26,0,27.11111111111111,0.011869243741081852,0,28
Graduation,Single,69719.0,0,0,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,51,2,801,0,0.0,0,34,1,22.885714285714286,0.01148881239242685,0,11
Graduation,Divorced,49160.0,0,1,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,76,3,236,0,0.0,1,252,0,0.932806324110672,0.004800553284107321,0,16
Basic,Together,24882.0,1,0,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,47,3,80,1,0.16666666666666666,1,658,1,0.12139605462822459,0.0032150464172326487,0,10
PhD,Single,90933.0,0,0,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,71,2,1685,1,0.16666666666666666,0,90,1,18.516483516483518,0.018529922801152485,1,15
PhD,Single,113734.0,0,0,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,80,2,277,0,0.0,0,32,0,8.393939393939394,0.0024354859981536026,0,28
PhD,Together,59292.0,0,1,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,75,3,507,0,0.0,1,381,1,1.3272251308900525,0.00855075641306731,0,19
PhD,Married,45759.0,1,1,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,61,4,68,0,0.0,1,491,0,0.13821138211382114,0.001486013986013986,0,12
Graduation,Single,22148.0,0,0,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,42,2,49,0,0.0,0,77,0,0.6282051282051282,0.0022122894938823422,0,11
Master,Married,73395.0,0,0,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,38,2,397,0,0.0,0,103,1,3.8173076923076925,0.005409014115210638,0,16
Graduation,Divorced,29819.0,1,0,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,54,3,39,0,0.0,1,248,1,0.1566265060240964,0.0013078470824949698,0,12
Graduation,Married,45688.0,0,1,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,57,3,306,1,0.16666666666666666,1,155,0,1.9615384615384615,0.00669745452953665,0,16
Graduation,Married,62820.0,0,0,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,71,2,976,0,0.0,0,414,1,2.351807228915663,0.015536206045749033,0,14
PhD,Married,60491.0,0,1,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,54,3,1028,0,0.0,1,296,1,3.461279461279461,0.016993982675395095,0,29
Graduation,Together,33235.0,1,0,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,39,3,70,0,0.0,1,144,1,0.4827586206896552,0.0021061499578770007,0,13
Graduation,Married,35701.0,0,0,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,66,2,46,0,0.0,0,467,0,0.09829059829059829,0.0012884432244692173,0,10
Master,Married,31535.0,1,0,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,45,3,51,1,0.16666666666666666,1,276,1,0.18411552346570398,0.0016171993911719938,0,11
2n Cycle,Together,92556.0,0,0,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,65,2,1263,0,0.0,0,70,0,17.788732394366196,0.01364564538608641,1,21
Graduation,Single,67384.0,0,1,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,55,3,1490,1,0.16666666666666666,1,596,0,2.4958123953098825,0.022111745937523186,1,25
Master,Together,80573.0,0,0,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,54,2,1564,0,0.0,0,623,1,2.5064102564102564,0.019410728026410504,1,25
Graduation,Married,77870.0,0,1,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,58,3,1815,3,0.5,1,676,1,2.6809453471196454,0.023307778248641983,1,23
PhD,Widow,52278.0,0,1,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,62,3,1198,0,0.0,1,520,0,2.2994241842610363,0.022915511008244228,1,33
Graduation,Single,57107.0,0,1,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,57,3,416,3,0.5,1,674,1,0.6162962962962963,0.00728444351054143,0,24
Graduation,Married,18929.0,0,0,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,35,2,85,0,0.0,0,498,0,0.17034068136272545,0.004490227152667723,0,11
PhD,Single,36038.0,1,0,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,44,3,47,0,0.0,1,394,1,0.1189873417721519,0.001304142734260107,0,12
Graduation,Single,20180.0,0,0,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,49,2,137,0,0.0,0,494,0,0.2767676767676768,0.006788563500322085,0,14
PhD,Together,34230.0,1,1,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,60,4,21,0,0.0,1,550,1,0.038112522686025406,0.0006134790102538634,0,10
2n Cycle,Single,31878.0,0,1,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,48,3,70,0,0.0,1,7,0,8.75,0.0021958028796386334,0,8
2n Cycle,Married,70932.0,0,1,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,53,3,909,0,0.0,1,161,1,5.611111111111111,0.012814909844501149,0,23
Graduation,Single,91249.0,0,0,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,69,2,1676,5,0.8333333333333334,0,617,1,2.7119741100323624,0.018367123287671233,1,26
Master,Single,77598.0,0,0,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,82,2,1735,1,0.16666666666666666,0,271,1,6.3786764705882355,0.022358535548138506,1,28
Graduation,Single,80982.0,1,1,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,66,4,1191,0,0.0,1,537,1,2.2137546468401488,0.014706790314016522,1,32
Master,Married,22701.0,1,0,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,48,3,24,0,0.0,1,297,0,0.08053691275167785,0.0010571755792441195,0,9
PhD,Married,55212.0,0,1,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,56,3,1182,2,0.3333333333333333,1,583,1,2.0239726027397262,0.021408001738720952,1,25
Graduation,Married,70617.0,0,0,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,55,2,1280,0,0.0,0,371,1,3.4408602150537635,0.018125690333909202,1,15
Graduation,Single,64849.0,0,0,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,68,2,1336,1,0.16666666666666666,0,593,1,2.249158249158249,0.020601387818041633,1,23
Master,Married,62694.0,1,1,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,60,4,749,0,0.0,1,377,0,1.9814814814814814,0.01194672621421166,0,26
PhD,Married,61917.0,1,1,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,51,4,91,0,0.0,1,221,1,0.4099099099099099,0.0014696857133628348,0,11
PhD,Married,67472.0,0,1,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,78,3,414,0,0.0,1,274,1,1.5054545454545454,0.00613578764839269,0,16
Master,Married,21059.0,1,0,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,43,3,44,0,0.0,1,173,0,0.25287356321839083,0.002089268755935423,0,12
Master,Married,29543.0,2,0,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,57,4,63,0,0.0,1,89,1,0.7,0.002132412672623883,0,13
Graduation,Married,75903.0,0,1,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,74,3,901,0,0.0,1,447,1,2.0111607142857144,0.011870257166947723,0,24
2n Cycle,Together,34984.0,1,1,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,50,4,38,0,0.0,1,661,0,0.05740181268882175,0.0010861797913391453,0,11
PhD,Single,54998.0,0,1,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,69,3,455,1,0.16666666666666666,1,476,0,0.9538784067085954,0.008272877688685249,0,19
PhD,Widow,54356.0,0,1,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,76,3,775,1,0.16666666666666666,1,587,1,1.3180272108843538,0.01425759331824788,0,29
Master,Married,34242.0,0,1,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,66,3,15,0,0.0,1,98,0,0.15151515151515152,0.0004380457319744181,0,8
Graduation,Married,25410.0,1,0,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,52,3,38,0,0.0,1,302,1,0.1254125412541254,0.0014954153712958954,0,9
PhD,Married,73356.0,0,0,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,41,2,1512,4,0.6666666666666666,0,143,1,10.5,0.0206115299153455,1,23
Graduation,Together,28320.0,0,1,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,75,3,43,0,0.0,1,531,1,0.08082706766917293,0.0015183079693513648,0,12
Graduation,Single,23763.0,1,0,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,48,3,42,0,0.0,1,691,1,0.06069364161849711,0.0017673792290860124,0,11
Graduation,Married,72570.0,0,0,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,41,2,1089,0,0.0,0,65,1,16.5,0.015005994129886594,1,23
Master,Married,34529.0,1,0,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,49,3,162,0,0.0,1,653,1,0.24770642201834864,0.004691572545612511,0,14
Graduation,Widow,70792.0,0,0,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,74,2,1272,0,0.0,0,508,1,2.4990176817288803,0.01796787818004605,1,20
Graduation,Married,63211.0,0,0,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,43,2,1173,1,0.16666666666666666,0,604,0,1.9388429752066116,0.018556603176612035,1,20
Master,Married,83891.0,0,1,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,51,3,816,0,0.0,1,9,0,81.6,0.009726791589186096,0,22
Graduation,Single,36065.0,1,1,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,57,4,74,0,0.0,1,455,1,0.16228070175438597,0.002051793933344424,0,14
Graduation,Together,39898.0,0,1,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,71,3,134,0,0.0,1,502,0,0.2664015904572565,0.0033584801624100854,0,14
PhD,Single,51141.0,0,0,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,85,2,157,0,0.0,0,356,1,0.43977591036414565,0.0030698838528020024,0,13
Graduation,Married,56939.0,0,1,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,49,3,561,0,0.0,1,284,0,1.9684210526315788,0.009852476290832456,0,19
Graduation,Single,80872.0,0,0,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,74,2,1336,0,0.0,0,48,1,27.26530612244898,0.016519728463145922,1,19
PhD,Together,72335.0,0,0,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,49,2,2092,1,0.16666666666666666,0,685,0,3.0495626822157433,0.028920592789205928,1,30
PhD,Single,61798.0,0,0,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,61,2,463,0,0.0,0,218,0,2.1141552511415527,0.007492030615382126,0,19
PhD,Widow,76842.0,0,0,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,75,2,1130,0,0.0,0,57,0,19.482758620689655,0.014705308225863124,1,16
Graduation,Together,29478.0,1,0,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,49,3,20,0,0.0,1,163,1,0.12195121951219512,0.0006784490654364124,0,10
Graduation,Single,46998.0,0,1,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,69,3,377,1,0.16666666666666666,1,615,1,0.612012987012987,0.008021447264835422,0,20
Graduation,Single,96843.0,0,0,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,35,2,1544,2,0.3333333333333333,0,432,1,3.5658198614318706,0.015943166329354427,1,29
PhD,Widow,56551.0,1,1,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,75,4,138,0,0.0,1,53,1,2.5555555555555554,0.002440231998868298,0,11
Master,Married,70053.0,0,1,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,60,3,1012,0,0.0,1,361,0,2.7955801104972378,0.014445998800925001,0,28
PhD,Widow,71670.0,0,0,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,63,2,1766,4,0.6666666666666666,0,355,0,4.96067415730337,0.024640370582243866,1,20
Graduation,Married,44359.0,1,1,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,47,4,45,0,0.0,1,12,0,3.4615384615384617,0.0010144274120829576,0,9
Graduation,Single,40887.0,1,1,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,73,4,161,1,0.16666666666666666,1,419,0,0.38333333333333336,0.00393758559968695,0,16
Graduation,Divorced,48877.0,0,1,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,59,3,144,0,0.0,1,175,0,0.8181818181818182,0.0029461107246614017,0,14
Graduation,Together,74485.0,0,0,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,78,2,1734,0,0.0,0,309,1,5.593548387096774,0.023279542464355717,1,28
Graduation,Together,64474.0,0,1,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,53,3,823,0,0.0,1,250,1,3.2788844621513946,0.01276463745637844,0,25
Graduation,Together,77226.0,0,1,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,62,3,1138,0,0.0,1,121,0,9.327868852459016,0.01473577893741826,1,29
Graduation,Widow,72643.0,0,0,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,1,76,2,1429,2,0.3333333333333333,0,487,1,2.92827868852459,0.019671273608281484,1,22
Master,Together,85738.0,0,0,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,47,2,1371,2,0.3333333333333333,0,157,1,8.677215189873417,0.015990389437712128,1,21
Graduation,Divorced,55686.0,0,1,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,59,3,982,1,0.16666666666666666,1,500,0,1.9600798403193613,0.017634277299908418,0,18
Graduation,Single,39062.0,1,0,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,42,3,44,1,0.16666666666666666,1,96,0,0.4536082474226804,0.001126385582264547,0,8
Graduation,Together,34600.0,1,1,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,54,4,318,1,0.16666666666666666,1,544,0,0.5834862385321101,0.00919048582410913,0,20
Graduation,Married,40794.0,0,1,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,50,3,434,0,0.0,1,448,0,0.9665924276169265,0.010638558646893002,0,21
2n Cycle,Married,54690.0,1,1,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,54,4,198,0,0.0,1,234,1,0.8425531914893617,0.0036203397268289115,0,12
Graduation,Married,4428.0,0,1,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0,56,3,359,0,0.0,1,267,0,1.3395522388059702,0.08105667193497404,0,26
2n Cycle,Married,32632.0,0,0,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,62,2,576,0,0.0,0,696,0,0.8263988522238164,0.01765084423742837,0,21
PhD,Single,38236.0,1,1,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,57,4,88,0,0.0,1,282,0,0.31095406360424027,0.0023014357820958756,0,14
Graduation,Married,36781.0,1,0,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,1,46,3,63,1,0.16666666666666666,1,80,0,0.7777777777777778,0.001712794301560546,0,13
Master,Single,31385.0,1,0,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,1,41,3,27,2,0.3333333333333333,1,571,1,0.0472027972027972,0.0008602561651691837,0,11
Graduation,Married,24570.0,1,0,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0,41,3,193,0,0.0,1,487,1,0.39549180327868855,0.007854788164909853,0,17
PhD,Divorced,25509.0,1,0,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,51,3,101,1,0.16666666666666666,1,649,0,0.15538461538461537,0.003959231673853391,0,15
Graduation,Married,94642.0,0,0,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,74,2,2211,2,0.3333333333333333,0,137,0,16.02173913043478,0.023361474171359742,1,22
Master,Married,58646.0,0,1,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,63,3,140,0,0.0,1,384,0,0.36363636363636365,0.00238716387880028,0,11
Graduation,Single,53201.0,1,1,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,50,4,415,0,0.0,1,502,1,0.8250497017892644,0.007800458629374836,0,21
Graduation,Together,21994.0,0,1,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,68,3,22,0,0.0,1,552,0,0.039783001808318265,0.0010002273243919072,0,8
Graduation,Married,57113.0,1,1,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0,47,4,263,0,0.0,1,508,1,0.5166994106090373,0.004604825436845607,0,17
Graduation,Married,51373.0,0,0,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,34,2,393,0,0.0,0,372,0,1.0536193029490617,0.007649783937400241,0,15
Graduation,Married,23477.0,1,0,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,39,3,147,0,0.0,1,251,0,0.5833333333333334,0.006261180679785331,0,15
Graduation,Married,58116.0,0,1,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,69,3,443,0,0.0,1,77,0,5.67948717948718,0.007622554502125024,0,16
PhD,Divorced,72968.0,0,0,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,1,62,2,1958,2,0.3333333333333333,0,195,0,9.989795918367347,0.026833312776658583,1,21
Master,Married,39791.0,0,1,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,0,54,3,174,0,0.0,1,458,1,0.3790849673202614,0.0043727382388419785,0,15
Master,Single,91712.0,0,0,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,0,1,78,2,2217,2,0.3333333333333333,0,255,1,8.66015625,0.0241732360734029,1,30
Graduation,Single,94472.0,0,1,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,0,67,3,1691,2,0.3333333333333333,1,87,1,19.21590909090909,0.017899293978173657,1,20
Graduation,Together,13672.0,1,1,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,0,65,4,25,0,0.0,1,438,1,0.05694760820045558,0.0018284209756454326,0,12
2n Cycle,Married,96547.0,0,0,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,1,45,2,809,4,0.6666666666666666,0,37,0,21.289473684210527,0.008379251771139745,0,23
Graduation,Married,79205.0,0,0,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,1,50,2,895,2,0.3333333333333333,0,669,1,1.335820895522388,0.01129964901648865,0,19
PhD,Together,56559.0,0,1,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,50,3,484,0,0.0,1,551,1,0.8768115942028986,0.008557284299858556,0,19
PhD,Married,32644.0,1,0,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,52,3,413,1,0.16666666666666666,1,529,0,0.779245283018868,0.012651248276918364,0,22
2n Cycle,Single,67506.0,0,1,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,0,45,3,331,0,0.0,1,178,1,1.8491620111731844,0.004903195224198972,0,14
Graduation,Single,24206.0,1,0,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,55,3,25,0,0.0,1,478,1,0.05219206680584551,0.0010327591192630231,0,10
PhD,Divorced,28420.0,1,0,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,58,3,13,0,0.0,1,187,0,0.06914893617021277,0.0004574082544597305,0,9
Graduation,Married,22979.0,1,0,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,0,1,55,3,115,1,0.16666666666666666,1,661,0,0.17371601208459214,0.005004351610095736,0,15
Graduation,Single,33279.0,0,0,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,59,2,16,0,0.0,0,17,0,0.8888888888888888,0.0004807692307692308,0,6
Master,Single,46423.0,1,1,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,53,4,92,0,0.0,1,284,0,0.32280701754385965,0.0019817335860761675,0,13
Graduation,Married,30368.0,0,1,35,0,13,2,0,2,2,2,0,3,8,0,0,0,0,0,0,0,48,3,52,0,0.0,1,234,1,0.22127659574468084,0.0017122723830221608,0,13
Graduation,Married,63684.0,0,1,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,55,3,1464,0,0.0,1,580,1,2.5197934595524956,0.02298814477506477,1,25
Graduation,Divorced,41638.0,0,1,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,0,61,3,441,1,0.16666666666666666,1,501,1,0.8784860557768924,0.010591032445543842,0,21
PhD,Divorced,68805.0,0,1,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,0,66,3,283,0,0.0,1,285,1,0.9895104895104895,0.004113013399994187,0,13
PhD,Together,65814.0,0,1,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,0,59,3,747,0,0.0,1,119,1,6.225,0.011349996201473828,0,25
Graduation,Divorced,71964.0,0,0,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,67,2,1870,0,0.0,0,405,1,4.605911330049261,0.02598485374834989,1,19
Graduation,Single,39146.0,1,0,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,0,39,3,165,0,0.0,1,500,0,0.32934131736526945,0.004214882366464863,0,16
Graduation,Together,96876.0,0,0,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,0,1,48,2,1941,4,0.6666666666666666,0,327,1,5.9176829268292686,0.020035715391682238,1,25
Basic,Married,34445.0,0,0,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,0,44,2,839,0,0.0,0,518,1,1.6165703275529866,0.02435696452418278,0,30
Graduation,Single,68281.0,0,0,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,0,1,67,2,1655,1,0.16666666666666666,0,691,0,2.3916184971098264,0.024237720043349637,1,29
2n Cycle,Married,37284.0,1,1,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0,50,4,23,0,0.0,1,457,1,0.05021834061135371,0.0006168700549818963,0,9
Graduation,Married,36790.0,0,0,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,0,1,42,2,66,1,0.16666666666666666,0,485,0,0.13580246913580246,0.0017939169905683454,0,14
Graduation,Together,27943.0,1,1,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,0,58,4,37,0,0.0,1,440,1,0.08390022675736962,0.0013240767248783281,0,13
Graduation,Divorced,22263.0,1,1,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,1,0,74,4,21,0,0.0,1,91,0,0.22826086956521738,0.0009432267337405677,0,10
Graduation,Together,30261.0,1,2,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,53,5,22,0,0.0,1,642,1,0.03421461897356143,0.0007269843367920164,0,11
Graduation,Together,28587.0,1,0,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,0,47,3,78,0,0.0,1,137,1,0.5652173913043478,0.002728417517839653,0,12
Master,Married,43815.0,1,0,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,43,3,79,0,0.0,1,450,1,0.17516629711751663,0.0018029943399671352,0,11
Graduation,Married,48195.0,1,1,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,69,4,265,0,0.0,1,159,1,1.65625,0.005498381608432235,0,17
Master,Married,77027.0,0,1,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,73,3,1175,0,0.0,1,144,0,8.10344827586207,0.01525419328036558,1,21
PhD,Married,71322.0,0,1,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,60,3,1305,0,0.0,1,498,1,2.6152304609218437,0.018297043029597747,1,30
Master,Married,32765.0,1,0,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0,46,3,46,0,0.0,1,126,1,0.36220472440944884,0.0014038942806567783,0,11
Graduation,Together,29672.0,1,1,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,60,4,25,0,0.0,1,474,0,0.05263157894736842,0.0008425167660836451,0,9
Graduation,Divorced,23272.0,0,0,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,72,2,46,0,0.0,0,255,0,0.1796875,0.0019765393374296396,0,8
Master,Together,49912.0,0,1,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,1,76,3,874,2,0.3333333333333333,1,660,0,1.3222390317700454,0.017510468214693566,0,30
